Data as of,Start Week,End Week,State,Condition Group,Condition,ICD10_codes,Age Group,COVID-19 Deaths,Number of Mentions,Flag
01/10/2021,01/04/2020,01/09/2021,SD,Circulatory diseases,Hypertensive diseases,I10-I15,85+,154,159,
01/10/2021,01/04/2020,01/09/2021,SD,Circulatory diseases,Hypertensive diseases,I10-I15,Not stated,0,0,
01/10/2021,01/04/2020,01/09/2021,SD,Circulatory diseases,Hypertensive diseases,I10-I15,All Ages,325,330,
01/10/2021,01/04/2020,01/09/2021,SD,Circulatory diseases,Ischemic heart disease,I20-I25,0-24,0,0,
01/10/2021,01/04/2020,01/09/2021,SD,Circulatory diseases,Ischemic heart disease,I20-I25,25-34,0,0,
01/10/2021,01/04/2020,01/09/2021,SD,Circulatory diseases,Ischemic heart disease,I20-I25,35-44,0,0,
01/10/2021,01/04/2020,01/09/2021,SD,Circulatory diseases,Ischemic heart disease,I20-I25,45-54,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/10/2021,01/04/2020,01/09/2021,SD,Circulatory diseases,Ischemic heart disease,I20-I25,55-64,11,13,
01/10/2021,01/04/2020,01/09/2021,SD,Circulatory diseases,Ischemic heart disease,I20-I25,65-74,33,35,
01/10/2021,01/04/2020,01/09/2021,SD,Circulatory diseases,Ischemic heart disease,I20-I25,75-84,55,59,
01/10/2021,01/04/2020,01/09/2021,SD,Circulatory diseases,Ischemic heart disease,I20-I25,85+,92,100,
01/10/2021,01/04/2020,01/09/2021,SD,Circulatory diseases,Ischemic heart disease,I20-I25,Not stated,0,0,
01/10/2021,01/04/2020,01/09/2021,SD,Circulatory diseases,Ischemic heart disease,I20-I25,All Ages,192,208,
01/10/2021,01/04/2020,01/09/2021,SD,Circulatory diseases,Cardiac arrest,I46,0-24,0,0,
01/10/2021,01/04/2020,01/09/2021,SD,Circulatory diseases,Cardiac arrest,I46,25-34,0,0,
01/10/2021,01/04/2020,01/09/2021,SD,Circulatory diseases,Cardiac arrest,I46,35-44,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/10/2021,01/04/2020,01/09/2021,SD,Circulatory diseases,Cardiac arrest,I46,45-54,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/10/2021,01/04/2020,01/09/2021,SD,Circulatory diseases,Cardiac arrest,I46,55-64,15,15,
01/10/2021,01/04/2020,01/09/2021,SD,Circulatory diseases,Cardiac arrest,I46,65-74,30,30,
01/10/2021,01/04/2020,01/09/2021,SD,Circulatory diseases,Cardiac arrest,I46,75-84,13,13,
01/10/2021,01/04/2020,01/09/2021,SD,Circulatory diseases,Cardiac arrest,I46,85+,14,14,
01/10/2021,01/04/2020,01/09/2021,SD,Circulatory diseases,Cardiac arrest,I46,Not stated,0,0,
01/10/2021,01/04/2020,01/09/2021,SD,Circulatory diseases,Cardiac arrest,I46,All Ages,82,82,
01/10/2021,01/04/2020,01/09/2021,SD,Circulatory diseases,Cardiac arrhythmia,"I44, I45, I47-I49",0-24,0,0,
01/10/2021,01/04/2020,01/09/2021,SD,Circulatory diseases,Cardiac arrhythmia,"I44, I45, I47-I49",25-34,0,0,
01/10/2021,01/04/2020,01/09/2021,SD,Circulatory diseases,Cardiac arrhythmia,"I44, I45, I47-I49",35-44,0,0,
01/10/2021,01/04/2020,01/09/2021,SD,Circulatory diseases,Cardiac arrhythmia,"I44, I45, I47-I49",45-54,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/10/2021,01/04/2020,01/09/2021,SD,Circulatory diseases,Cardiac arrhythmia,"I44, I45, I47-I49",55-64,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/10/2021,01/04/2020,01/09/2021,SD,Circulatory diseases,Cardiac arrhythmia,"I44, I45, I47-I49",65-74,22,23,
01/10/2021,01/04/2020,01/09/2021,SD,Circulatory diseases,Cardiac arrhythmia,"I44, I45, I47-I49",75-84,38,39,
01/10/2021,01/04/2020,01/09/2021,SD,Circulatory diseases,Cardiac arrhythmia,"I44, I45, I47-I49",85+,80,81,
01/10/2021,01/04/2020,01/09/2021,SD,Circulatory diseases,Cardiac arrhythmia,"I44, I45, I47-I49",Not stated,0,0,
01/10/2021,01/04/2020,01/09/2021,SD,Circulatory diseases,Cardiac arrhythmia,"I44, I45, I47-I49",All Ages,147,150,
01/10/2021,01/04/2020,01/09/2021,SD,Circulatory diseases,Heart failure,I50,0-24,0,0,
01/10/2021,01/04/2020,01/09/2021,SD,Circulatory diseases,Heart failure,I50,25-34,0,0,
01/10/2021,01/04/2020,01/09/2021,SD,Circulatory diseases,Heart failure,I50,35-44,0,0,
01/10/2021,01/04/2020,01/09/2021,SD,Circulatory diseases,Heart failure,I50,45-54,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/10/2021,01/04/2020,01/09/2021,SD,Circulatory diseases,Heart failure,I50,55-64,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/10/2021,01/04/2020,01/09/2021,SD,Circulatory diseases,Heart failure,I50,65-74,26,26,
01/10/2021,01/04/2020,01/09/2021,SD,Circulatory diseases,Heart failure,I50,75-84,50,50,
01/10/2021,01/04/2020,01/09/2021,SD,Circulatory diseases,Heart failure,I50,85+,102,102,
01/10/2021,01/04/2020,01/09/2021,SD,Circulatory diseases,Heart failure,I50,Not stated,0,0,
01/10/2021,01/04/2020,01/09/2021,SD,Circulatory diseases,Heart failure,I50,All Ages,185,185,
01/10/2021,01/04/2020,01/09/2021,SD,Circulatory diseases,Cerebrovascular diseases,I60-I69,0-24,0,0,
01/10/2021,01/04/2020,01/09/2021,SD,Circulatory diseases,Cerebrovascular diseases,I60-I69,25-34,0,0,
01/10/2021,01/04/2020,01/09/2021,SD,Circulatory diseases,Cerebrovascular diseases,I60-I69,35-44,0,0,
01/10/2021,01/04/2020,01/09/2021,SD,Circulatory diseases,Cerebrovascular diseases,I60-I69,45-54,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/10/2021,01/04/2020,01/09/2021,SD,Circulatory diseases,Cerebrovascular diseases,I60-I69,55-64,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/10/2021,01/04/2020,01/09/2021,SD,Circulatory diseases,Cerebrovascular diseases,I60-I69,65-74,20,21,
01/10/2021,01/04/2020,01/09/2021,SD,Circulatory diseases,Cerebrovascular diseases,I60-I69,75-84,32,34,
01/10/2021,01/04/2020,01/09/2021,SD,Circulatory diseases,Cerebrovascular diseases,I60-I69,85+,43,44,
01/10/2021,01/04/2020,01/09/2021,SD,Circulatory diseases,Cerebrovascular diseases,I60-I69,Not stated,0,0,
01/10/2021,01/04/2020,01/09/2021,SD,Circulatory diseases,Cerebrovascular diseases,I60-I69,All Ages,98,102,
01/10/2021,01/04/2020,01/09/2021,SD,Circulatory diseases,Other diseases of the circulatory system,"I00-I09, I26-I43, I51, I52, I70-I99",0-24,0,0,
01/10/2021,01/04/2020,01/09/2021,SD,Circulatory diseases,Other diseases of the circulatory system,"I00-I09, I26-I43, I51, I52, I70-I99",25-34,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/10/2021,01/04/2020,01/09/2021,SD,Circulatory diseases,Other diseases of the circulatory system,"I00-I09, I26-I43, I51, I52, I70-I99",35-44,0,0,
01/10/2021,01/04/2020,01/09/2021,SD,Circulatory diseases,Other diseases of the circulatory system,"I00-I09, I26-I43, I51, I52, I70-I99",45-54,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/10/2021,01/04/2020,01/09/2021,SD,Circulatory diseases,Other diseases of the circulatory system,"I00-I09, I26-I43, I51, I52, I70-I99",55-64,11,12,
01/10/2021,01/04/2020,01/09/2021,SD,Circulatory diseases,Other diseases of the circulatory system,"I00-I09, I26-I43, I51, I52, I70-I99",65-74,28,28,
01/10/2021,01/04/2020,01/09/2021,SD,Circulatory diseases,Other diseases of the circulatory system,"I00-I09, I26-I43, I51, I52, I70-I99",75-84,28,29,
01/10/2021,01/04/2020,01/09/2021,SD,Circulatory diseases,Other diseases of the circulatory system,"I00-I09, I26-I43, I51, I52, I70-I99",85+,44,52,
01/10/2021,01/04/2020,01/09/2021,SD,Circulatory diseases,Other diseases of the circulatory system,"I00-I09, I26-I43, I51, I52, I70-I99",Not stated,0,0,
01/10/2021,01/04/2020,01/09/2021,SD,Circulatory diseases,Other diseases of the circulatory system,"I00-I09, I26-I43, I51, I52, I70-I99",All Ages,113,123,
01/10/2021,01/04/2020,01/09/2021,SD,Sepsis,Sepsis,A40-A41,0-24,0,0,
01/10/2021,01/04/2020,01/09/2021,SD,Sepsis,Sepsis,A40-A41,25-34,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/10/2021,01/04/2020,01/09/2021,SD,Sepsis,Sepsis,A40-A41,35-44,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/10/2021,01/04/2020,01/09/2021,SD,Sepsis,Sepsis,A40-A41,45-54,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/10/2021,01/04/2020,01/09/2021,SD,Sepsis,Sepsis,A40-A41,55-64,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/10/2021,01/04/2020,01/09/2021,SD,Sepsis,Sepsis,A40-A41,65-74,34,34,
01/10/2021,01/04/2020,01/09/2021,SD,Sepsis,Sepsis,A40-A41,75-84,25,25,
01/10/2021,01/04/2020,01/09/2021,SD,Sepsis,Sepsis,A40-A41,85+,17,17,
01/10/2021,01/04/2020,01/09/2021,SD,Sepsis,Sepsis,A40-A41,Not stated,0,0,
01/10/2021,01/04/2020,01/09/2021,SD,Sepsis,Sepsis,A40-A41,All Ages,97,97,
01/10/2021,01/04/2020,01/09/2021,SD,Malignant neoplasms,Malignant neoplasms,C00-C97,0-24,0,0,
01/10/2021,01/04/2020,01/09/2021,SD,Malignant neoplasms,Malignant neoplasms,C00-C97,25-34,0,0,
01/10/2021,01/04/2020,01/09/2021,SD,Malignant neoplasms,Malignant neoplasms,C00-C97,35-44,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/10/2021,01/04/2020,01/09/2021,SD,Malignant neoplasms,Malignant neoplasms,C00-C97,45-54,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/10/2021,01/04/2020,01/09/2021,SD,Malignant neoplasms,Malignant neoplasms,C00-C97,55-64,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/10/2021,01/04/2020,01/09/2021,SD,Malignant neoplasms,Malignant neoplasms,C00-C97,65-74,24,28,
01/10/2021,01/04/2020,01/09/2021,SD,Malignant neoplasms,Malignant neoplasms,C00-C97,75-84,24,28,
01/10/2021,01/04/2020,01/09/2021,SD,Malignant neoplasms,Malignant neoplasms,C00-C97,85+,22,23,
01/10/2021,01/04/2020,01/09/2021,SD,Malignant neoplasms,Malignant neoplasms,C00-C97,Not stated,0,0,
01/10/2021,01/04/2020,01/09/2021,SD,Malignant neoplasms,Malignant neoplasms,C00-C97,All Ages,83,93,
01/10/2021,01/04/2020,01/09/2021,SD,Diabetes,Diabetes,E10-E14,0-24,0,0,
01/10/2021,01/04/2020,01/09/2021,SD,Diabetes,Diabetes,E10-E14,25-34,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/10/2021,01/04/2020,01/09/2021,SD,Diabetes,Diabetes,E10-E14,35-44,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/10/2021,01/04/2020,01/09/2021,SD,Diabetes,Diabetes,E10-E14,45-54,10,10,
01/10/2021,01/04/2020,01/09/2021,SD,Diabetes,Diabetes,E10-E14,55-64,27,27,
01/10/2021,01/04/2020,01/09/2021,SD,Diabetes,Diabetes,E10-E14,65-74,74,75,
01/10/2021,01/04/2020,01/09/2021,SD,Diabetes,Diabetes,E10-E14,75-84,83,84,
01/10/2021,01/04/2020,01/09/2021,SD,Diabetes,Diabetes,E10-E14,85+,98,98,
01/10/2021,01/04/2020,01/09/2021,SD,Diabetes,Diabetes,E10-E14,Not stated,0,0,
01/10/2021,01/04/2020,01/09/2021,SD,Diabetes,Diabetes,E10-E14,All Ages,296,298,
01/10/2021,01/04/2020,01/09/2021,SD,Obesity,Obesity,E65-E68,0-24,0,0,
01/10/2021,01/04/2020,01/09/2021,SD,Obesity,Obesity,E65-E68,25-34,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/10/2021,01/04/2020,01/09/2021,SD,Obesity,Obesity,E65-E68,35-44,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/10/2021,01/04/2020,01/09/2021,SD,Obesity,Obesity,E65-E68,45-54,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/10/2021,01/04/2020,01/09/2021,SD,Obesity,Obesity,E65-E68,55-64,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/10/2021,01/04/2020,01/09/2021,SD,Obesity,Obesity,E65-E68,65-74,18,18,
01/10/2021,01/04/2020,01/09/2021,SD,Obesity,Obesity,E65-E68,75-84,14,14,
01/10/2021,01/04/2020,01/09/2021,SD,Obesity,Obesity,E65-E68,85+,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/10/2021,01/04/2020,01/09/2021,SD,Obesity,Obesity,E65-E68,Not stated,0,0,
01/10/2021,01/04/2020,01/09/2021,SD,Obesity,Obesity,E65-E68,All Ages,51,51,
01/10/2021,01/04/2020,01/09/2021,SD,Alzheimer disease,Alzheimer disease,G30,0-24,0,0,
01/10/2021,01/04/2020,01/09/2021,SD,Alzheimer disease,Alzheimer disease,G30,25-34,0,0,
01/10/2021,01/04/2020,01/09/2021,SD,Alzheimer disease,Alzheimer disease,G30,35-44,0,0,
01/10/2021,01/04/2020,01/09/2021,SD,Alzheimer disease,Alzheimer disease,G30,45-54,0,0,
01/10/2021,01/04/2020,01/09/2021,SD,Alzheimer disease,Alzheimer disease,G30,55-64,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/10/2021,01/04/2020,01/09/2021,SD,Alzheimer disease,Alzheimer disease,G30,65-74,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/10/2021,01/04/2020,01/09/2021,SD,Alzheimer disease,Alzheimer disease,G30,75-84,37,37,
01/10/2021,01/04/2020,01/09/2021,SD,Alzheimer disease,Alzheimer disease,G30,85+,96,96,
01/10/2021,01/04/2020,01/09/2021,SD,Alzheimer disease,Alzheimer disease,G30,Not stated,0,0,
01/10/2021,01/04/2020,01/09/2021,SD,Alzheimer disease,Alzheimer disease,G30,All Ages,143,143,
01/10/2021,01/04/2020,01/09/2021,SD,Vascular and unspecified dementia,Vascular and unspecified dementia,"F01, F03",0-24,0,0,
01/10/2021,01/04/2020,01/09/2021,SD,Vascular and unspecified dementia,Vascular and unspecified dementia,"F01, F03",25-34,0,0,
01/10/2021,01/04/2020,01/09/2021,SD,Vascular and unspecified dementia,Vascular and unspecified dementia,"F01, F03",35-44,0,0,
01/10/2021,01/04/2020,01/09/2021,SD,Vascular and unspecified dementia,Vascular and unspecified dementia,"F01, F03",45-54,0,0,
01/10/2021,01/04/2020,01/09/2021,SD,Vascular and unspecified dementia,Vascular and unspecified dementia,"F01, F03",55-64,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/10/2021,01/04/2020,01/09/2021,SD,Vascular and unspecified dementia,Vascular and unspecified dementia,"F01, F03",65-74,12,12,
01/10/2021,01/04/2020,01/09/2021,SD,Vascular and unspecified dementia,Vascular and unspecified dementia,"F01, F03",75-84,43,43,
01/10/2021,01/04/2020,01/09/2021,SD,Vascular and unspecified dementia,Vascular and unspecified dementia,"F01, F03",85+,123,123,
01/10/2021,01/04/2020,01/09/2021,SD,Vascular and unspecified dementia,Vascular and unspecified dementia,"F01, F03",Not stated,0,0,
01/10/2021,01/04/2020,01/09/2021,SD,Vascular and unspecified dementia,Vascular and unspecified dementia,"F01, F03",All Ages,185,185,
01/10/2021,01/04/2020,01/09/2021,SD,Renal failure,Renal failure,N17-N19,0-24,0,0,
01/10/2021,01/04/2020,01/09/2021,SD,Renal failure,Renal failure,N17-N19,25-34,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/10/2021,01/04/2020,01/09/2021,SD,Renal failure,Renal failure,N17-N19,35-44,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/10/2021,01/04/2020,01/09/2021,SD,Renal failure,Renal failure,N17-N19,45-54,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/10/2021,01/04/2020,01/09/2021,SD,Renal failure,Renal failure,N17-N19,55-64,16,16,
01/10/2021,01/04/2020,01/09/2021,SD,Renal failure,Renal failure,N17-N19,65-74,37,38,
01/10/2021,01/04/2020,01/09/2021,SD,Renal failure,Renal failure,N17-N19,75-84,38,41,
01/10/2021,01/04/2020,01/09/2021,SD,Renal failure,Renal failure,N17-N19,85+,50,55,
01/10/2021,01/04/2020,01/09/2021,SD,Renal failure,Renal failure,N17-N19,Not stated,0,0,
01/10/2021,01/04/2020,01/09/2021,SD,Renal failure,Renal failure,N17-N19,All Ages,154,164,
01/10/2021,01/04/2020,01/09/2021,SD,"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events","S00-T98, V01-X59, X60-X84, X85-Y09, Y10-Y36, Y40-Y89, U01-U03",0-24,0,0,
01/10/2021,01/04/2020,01/09/2021,SD,"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events","S00-T98, V01-X59, X60-X84, X85-Y09, Y10-Y36, Y40-Y89, U01-U03",25-34,0,0,
01/10/2021,01/04/2020,01/09/2021,SD,"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events","S00-T98, V01-X59, X60-X84, X85-Y09, Y10-Y36, Y40-Y89, U01-U03",35-44,0,0,
01/10/2021,01/04/2020,01/09/2021,SD,"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events","S00-T98, V01-X59, X60-X84, X85-Y09, Y10-Y36, Y40-Y89, U01-U03",45-54,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/10/2021,01/04/2020,01/09/2021,SD,"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events","S00-T98, V01-X59, X60-X84, X85-Y09, Y10-Y36, Y40-Y89, U01-U03",55-64,,11,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/10/2021,01/04/2020,01/09/2021,SD,"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events","S00-T98, V01-X59, X60-X84, X85-Y09, Y10-Y36, Y40-Y89, U01-U03",65-74,,14,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/10/2021,01/04/2020,01/09/2021,SD,"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events","S00-T98, V01-X59, X60-X84, X85-Y09, Y10-Y36, Y40-Y89, U01-U03",75-84,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
